disposition,period,duration,depth,radius,equilibrium_t,insolation,stellar_temp,stellar_radius,stellar_logg,midpoint,ra,dec,magnitude,distance,label
PC,1.7346044,1.084,1007.0,4.46251,1427.0,627.153,6850.0,1.49,4.26,2460037.517533,144.074277,-40.626972,9.9853,252.27,1
KP,5.0957983,1.772,714.0,1.92318,643.0,28.5068,4197.0,0.7,4.56,2460250.885968,71.110002,16.518582,11.4398,98.0152,2
PC,9.1258136,3.173012,169.7218223,0.9704787,649.6958588,42.107688,4747.13,0.750709,4.56794,2458661.083459,299.638248,-54.937423,7.5621,23.6103,1
KP,8.754708,3.4644403,1527.6748939,3.5438108,840.2916858,117.8260362,5888.0,0.889347,4.57,2459451.225412,52.888852,22.434819,11.584,214.753,2
PC,15.0867738,2.1250291,1911.9221796,2.0905859,350.5935542,3.5705631,3570.0,0.471842,4.83196,2458328.941861,87.739087,-76.61961,12.1293,63.3731,1
PC,4.1164112500000005,2.85547,409.3413481,2.416155,623.1430608,35.6346136,6186.0,1.17357,4.37093,2459463.700632,38.206634,5.209801,7.9859,73.7757,1
PC,425.4506963,2.9472616,4753.2829943,2.0762333,176.9097782,0.2314879,3261.0,0.296806,4.92925,2458525.814399,121.059967,11.266937,11.6627,25.4675,1
CP,59.8473992,4.3696664,11392.7507656,11.7556773,211.0447631,0.4688342,5765.3,1.09215,4.38,2459518.397405,54.274323,19.499595,11.3281,245.962,2
PC,31.1571613,5.9839922,336.5990841,2.6946338,716.6415747,62.3345745,6317.08,1.3783,4.2542,2459465.951361,38.742213,9.845805,9.57157,171.467,1
KP,4.1164112500000005,5.1289452,3407.8486864,3.5506895,104.2581018,0.0279229,3683.0,0.515263,4.72407,2460256.948124,94.206431,24.595834,12.7079,99.0504,2
PC,748.7146251,6.6689152,1655.3509066,3.4308988,170.3749226,0.1991332,5235.0,0.844852,4.5339,2459509.801369,108.993831,18.691658,8.3323,46.2206,1
PC,1.2117417,1.046,33487.0,12.6463,786.0,63.3975,3521.0,0.66,4.6,2460310.606085,75.876995,35.183943,14.7975,319.82,1
PC,4.6017382,2.615,17212.0,17.8729,1150.0,290.348,6233.0,1.37,4.25,2460311.481638,72.630009,43.065498,12.9994,753.271,1
PC,13.414031,4.578,6670.0,8.766,838.0,81.9067,5614.0,1.16,4.31,2460291.074464,90.244747,62.693985,13.1421,587.794,1
FP,1.4956727,1.965,3708.0,6.10516,1411.0,658.968,4812.0,1.06,4.28,2460310.065308,76.241952,43.258963,11.9409,239.055,0
PC,14.8011934,3.42,345.0,2.44796,761.0,55.7499,6138.6,1.42,4.07,2460197.51395,83.38224,-62.109022,9.8106,193.29,1
PC,33.6336133,5.352,384.0,2.30517,636.0,27.3212,6138.6,1.42,4.07,2460175.078683,83.38224,-62.109022,9.8106,193.29,1
PC,672.6366236,7.4883769,423.1260918,2.9749826,256.7076521,1.0263046,6138.6,1.41864,4.07,2458374.209051,83.38224,-62.109022,9.8106,193.29,1
PC,1.5829358,1.64,11242.0,8.45955,1544.0,945.563,6047.9,0.81,4.68,2460309.569095,89.836331,35.278155,13.4815,598.703,1
PC,15.1389808,2.71,1596.0,4.03127,798.0,67.4078,4448.2,0.7,4.6,2460306.67632,70.715328,51.527177,10.7962,82.7081,1
FP,1.8819016,1.162,5107.0,7.09086,938.0,128.796,4704.0,0.95,4.36,2460309.126842,97.425171,65.731761,13.2387,375.707,0
PC,9.9444971,3.171,3078.0,11.3375,971.0,147.904,6576.0,2.1,3.93,2460320.796139,284.14342,33.502922,11.2722,630.147,1
FP,0.9602835,1.497,3132.0,6.0323,1890.0,2118.57,5708.0,1.08,4.38,2460337.887281,285.826291,34.882431,12.9691,564.394,0
PC,16.179367,3.903,10730.0,10.3462,680.0,35.5088,5576.0,1.07,4.37,2460310.677091,282.269154,25.693224,12.6255,436.991,1
PC,27.035894,3.477,3817.0,6.01419,574.0,18.0249,4225.0,0.66,4.62,2460370.355785,287.702777,78.732191,12.6338,160.932,1
PC,11.3689753,5.492,5979.0,9.89847,1056.0,206.513,6076.0,1.31,4.26,2460328.262835,111.171233,58.549323,12.4889,614.957,1
CP,16.051106,1.3968229,2768.5212418,2.5869212,327.7656616,2.7275631,3482.0,0.419457,4.438,2459303.157062,97.095717,-65.578615,10.9102,31.1265,2
CP,37.4236838,3.3650101,737.5519387,1.3296571,247.1816698,0.8822386,3482.0,0.419457,4.438,2458330.486155,97.095717,-65.578615,10.9102,31.1265,2
CP,9.977273,2.2583631,459.8525479,0.9617288,384.055942,5.1416079,3482.0,0.419457,4.438,2458331.349645,97.095717,-65.578615,10.9102,31.1265,2
CP,27.8096898,2.9558823,406.8232517,0.9491858,272.8976058,1.3107501,3482.0,0.419457,4.438,2458352.99952,97.095717,-65.578615,10.9102,31.1265,2
PC,2.7897577,3.375,3360.0,15.2527,1614.0,1126.92,5794.0,2.92,3.52,2460336.036755,206.086781,85.112826,12.5322,1238.77,1
PC,16.3475547,1.873,46329.0,13.2139,301.0,1.37516,3662.0,0.65,4.61,2460317.2434,275.44055,28.467918,14.5962,370.553,1
PC,4.9792822,4.331,4376.0,12.0483,1582.0,1039.87,6677.0,2.07,3.95,2460338.349222,280.461822,26.937022,12.866,1260.84,1
PC,0.7331156,0.559,45524.0,13.8557,733.0,48.0269,3326.0,0.46,4.77,2460338.155539,136.631085,70.886829,14.2717,155.969,1
PC,9.8162989,5.37,2369.0,9.90817,1108.0,250.587,5755.9,2.18,3.77,2460321.753883,282.64336,40.601236,12.5926,948.197,1
PC,51.9120896,4.975,15569.0,9.69324,422.0,5.28684,5437.0,0.86,4.55,2460393.557616,310.040594,62.280407,12.8066,339.348,1
FP,1.5342604,3.271,1768.0,6.09992,3124.0,15822.4,8194.0,1.7,4.28,2460394.089956,315.213643,48.803268,12.695,625.983,0
PC,0.8406912,1.489,2554.0,4.77919,1783.0,1679.35,5170.0,0.95,4.42,2460365.878231,216.988253,79.450396,12.9055,410.467,1
PC,2.3206673,0.969,2935.0,4.047,710.0,42.4124,4231.0,0.67,4.61,2460392.364327,299.513133,55.651029,12.9341,184.12,1
FP,13.697384,4.783848,1061.94658,4.211945,800.1911623,96.8938034,5837.0,1.10089,4.37713,2458389.366552,64.52165,-53.80127,10.966,217.621,0
PC,4.1976032,1.971,10045.0,11.3523,973.0,149.237,5617.0,1.18,4.29,2460415.354189,304.36076,58.427382,13.0287,583.755,1
PC,19.394038,4.082,10061.0,10.5887,625.0,25.3617,5493.0,1.08,4.35,2460369.656214,319.57696,41.398944,12.9664,518.602,1
PC,4.0197822,3.18,5109.0,9.47332,1408.0,653.222,6208.0,1.42,4.21,2460387.423383,309.116634,50.597122,13.3792,931.193,1
PC,4.2451891,2.663,5546.0,7.66981,1074.0,221.068,5358.0,1.05,4.37,2460362.063352,311.769968,37.26488,12.6968,426.494,1
PC,7.0687489,0.515,50423.0,14.0241,208.0,0.313028,3368.0,0.47,4.77,2460359.065148,178.176278,48.352211,14.3528,164.557,1
PC,1.598803,2.438,14208.0,15.4905,2880.0,11433.8,9488.0,1.32,4.58,2460366.663055,307.898168,39.796755,13.3901,796.293,1
PC,5.0826878,5.11,7327.0,19.0027,1712.0,1426.43,6743.0,2.42,3.83,2460363.019969,299.074389,44.432298,13.1719,1526.54,1
PC,20.3158735,5.276,39235.0,17.8657,688.0,37.1984,5725.0,0.91,4.53,2460352.534386,221.073871,77.946044,12.9092,473.162,1
CP,48.2590904,6.299,6743.0,7.87933,534.0,13.5351,5936.0,0.85,4.61,2460328.380324,273.788901,50.862739,12.7199,434.178,2
PC,3.568141,1.4556337,906.9993541,2.0483578,676.0386184,49.3636227,4015.0,0.577735,4.61505,2458326.81595,56.174949,-65.198339,11.8371,84.4039,1
PC,3.1642475,1.115,2330.0,10.4341,1156.0,296.494,6975.0,2.02,4.01,2460394.056309,300.366236,54.927126,11.3226,661.226,1
PC,49.5355004,8.483,5687.0,10.5617,638.0,27.5628,6173.0,1.33,4.26,2459881.26001,304.209848,56.590341,12.2564,541.015,1
PC,2.8583729,1.236,11829.0,16.0985,1118.0,259.61,5537.0,1.19,4.27,2460392.427201,320.914125,37.759522,12.9085,537.48,1
PC,2.3404152,2.522,11265.0,13.0087,1745.0,1539.65,6686.0,1.33,4.34,2460365.559902,312.781068,34.440642,13.1587,879.003,1
PC,1.9639208,1.467,30553.0,12.0421,818.0,74.4726,3914.3,0.71,4.52,2459634.914183,168.703812,53.511708,14.0905,270.872,1
PC,66.9954225,2.024,5477.0,11.7213,308.0,1.51166,6078.0,1.51,4.14,2460340.028469,266.122221,62.555116,11.3683,429.239,1
PC,65.5580424,4.167,6381.0,5.53264,275.0,0.95388,4340.0,0.74,4.54,2460314.948852,266.836955,65.632257,13.0172,228.15,1
PC,4.2885021,1.427,4402.0,11.61,875.0,97.7022,5937.5,1.75,3.99,2460367.077518,284.738548,47.169508,13.0105,1008.39,1
PC,2.4596079,2.168,2195.0,4.09395,1281.0,448.314,5340.0,0.92,4.48,2460420.816602,287.160637,57.377572,12.9405,427.132,1
PC,1.9271521,1.201,58745.0,13.364,647.0,29.2163,3516.0,0.55,4.7,2460392.777339,183.519002,48.359133,14.8347,263.55,1
PC,8.6729683,2.9598885,724.6732153,2.28271,833.8694004,114.2649808,5384.0,0.91,4.54758,2458356.921235,57.999823,-59.882442,10.2036,120.984,1
PC,22.5682711,4.9745502,869.846616,2.479501,606.2538727,31.9256027,5384.0,0.852304,4.54758,2458370.302728,57.999823,-59.882442,10.2036,120.984,1
PC,2.5604496,1.339,423.0,1.60134,935.0,127.195,4679.0,0.77,4.54,2460419.652587,334.163501,52.924493,9.6396,60.445,1
PC,1.7911016,1.3192751,12254.9439752,7.0726104,834.843394,114.7997816,3718.0,0.636647,4.62057,2460368.419612,186.012762,42.684124,14.367,295.802,1
PC,17.7456043,2.675,1203.0,2.44767,474.0,8.44389,4526.0,0.72,4.57,2460397.022821,205.846632,39.248789,8.1532,26.6423,1
PC,0.7312783,1.289,322.0,1.7324,1936.0,2334.8,5508.0,0.97,4.45,2460013.337525,133.641742,-45.483829,10.2097,137.386,1
PC,4.18142,4.43,7013.0,14.794,1638.0,1099.82,6293.8,1.76,4.04,2460448.966726,356.781098,69.0485,10.2955,318.756,1
PC,3.0513298,1.4911246,23465.9068147,11.1893597,747.3985328,73.7445561,3937.0,0.653572,4.60668,2460434.686218,237.806582,29.44792,14.4804,349.473,1
PC,8.6000492,3.059,639.0,3.12511,1114.0,256.415,6920.0,1.42,4.31183,2460079.460235,246.057741,-32.143789,8.9498,152.834,1
PC,3.3206355,4.732,667.0,3.01837,1784.0,1683.48,5768.0,1.33,4.21,2460088.850177,192.339004,-70.916554,10.0679,183.08,1
CP,3.8143009,1.3793952,457.7909152,1.1147163,577.9658451,26.3711883,3625.0,0.504068,4.7833,2458327.416979,91.089986,-55.311538,10.1428,29.8424,2
PC,21.0562422,4.4190398,2640.3371988,5.1947988,605.7907661,31.8281648,5376.0,0.950465,4.45068,2460128.288364,283.443213,-34.784103,11.6081,237.004,1
CP,9.6994666,15.7960068,512.9617961,9.5295926,882.3689413,143.2589795,4696.0,4.2105899,4.438,2460160.362835,357.802172,-50.869862,10.264,439.52,2
FP,2.817627,1.455,868.0,3.22711,1185.0,327.873,6320.6,1.17,4.4,2460478.507055,249.91015,20.743061,10.4875,237.065,0
PC,17.3840061,3.932,561.0,1.69425,649.0,29.5344,5228.2,0.82,4.56,2460463.610974,251.80616,37.885957,9.094,64.2031,1
PC,15.9669794,3.514,2229.0,6.72555,709.0,42.1361,5888.0,1.55,4.08,2460473.081723,250.414739,15.20053,10.1135,232.078,1
PC,2.2775983,1.3,1131.0,4.16351,1280.0,445.957,6320.0,1.3,4.31,2460477.847283,256.054062,31.565369,9.90787,201.532,1
PC,3.1084574,2.534,9902.0,13.2168,1342.0,539.374,6024.0,1.3,4.26,2459139.157588,40.587028,-59.46639,12.1788,528.702,1
PC,5.2729668,3.738,1177.0,2.56914,1140.0,280.922,5294.0,0.81,4.58,2459199.606231,81.397716,-25.517309,11.7732,216.12,1
PC,4.0863647,2.213,4671.0,13.1374,1418.0,671.938,5969.0,1.8,3.96876,2460175.328426,353.430263,-62.643379,12.269,753.924,1
PC,40.3833862,2.345,6555.0,2.03391,203.0,0.283517,3236.0,0.25,4.98108,2460214.323255,39.824291,7.470835,11.5546,20.0182,1
PC,47.0196372,5.8659335,1251.7456152,3.1012834,437.2987599,8.6423925,5249.18,0.877877,4.68369,2458352.13367,106.477148,-72.558765,11.4994,191.058,1
PC,1.4182984,0.654,2124.0,9.60116,1608.0,1110.56,9267.0,1.75,4.32,2460505.634065,278.519237,17.199139,10.3139,476.345,1
FP,4.9131459,1.25,4488.0,7.84064,825.0,76.9918,5999.0,1.12,4.38,2460500.349484,272.797502,5.982054,10.3552,190.241,0
PC,2.8862017,0.487,412.0,1.71911,551.0,15.4038,4269.0,0.64,4.65,2460500.659766,268.95853,33.419623,8.9588,29.7194,1
PC,2.8637988,2.746,266.0,7.75857,2502.0,6505.86,9416.0,4.62,3.49,2460503.94237,281.70848,12.554509,7.78306,404.16,1
PC,14.7595601,5.5790065,16406.5561433,7.3454534,478.9882236,12.439999,4708.0,0.569838,4.80336,2460482.548909,269.095123,-2.404231,11.9766,129.214,1
KP,3.1290476,3.409295,13426.2063185,16.9082331,1452.6077207,1052.2389998,5585.0,1.4505399,4.11064,2460482.92975,274.37327,-3.381059,11.6961,298.64,2
KP,2.993282,2.5766956,14780.3009546,21.7455581,1681.7927473,1890.6489714,6343.0,1.58601,4.13783,2460481.443181,280.6873,5.937659,12.419,655.037,2
KP,3.3777419,2.8147435,17290.4349881,13.6239337,1118.889104,370.3984667,5080.0,1.0408,4.33326,2460480.135888,269.57207,5.761371,12.8999,403.458,2
KP,2.4651801,3.5668145,11993.572763,17.0861139,1843.0045682,2726.6327607,6848.0,1.51554,4.25,2460480.429067,274.743418,10.597197,10.1154,279.86,2
KP,4.4626647,3.0802705,7983.8270519,13.3934403,1561.6219471,1405.4798304,7587.0,1.3951401,4.39508,2460481.357046,270.444183,-2.97098,11.1323,290.736,2
PC,719.0381327,5.4244096,4851.4092337,16.6333557,245.1674374,0.8538315,5709.6,1.4981,3.53,2458434.911525,74.752657,-49.736179,8.3643,94.697,1
PC,5.8497196,3.458,507.0,2.71286,1226.0,375.868,6009.6,1.35,4.22,2460142.849779,300.047116,-71.966865,10.0094,191.394,1
PC,1064.700399,3.285,1294.0,4.45158,405.0,4.48172,6009.6,1.35,4.22,2460070.899941,300.047116,-71.966865,10.0094,191.394,1
KP,2.1376682,1.879,8819.0,15.7532,1337.0,531.159,5806.0,1.6,4.05,2460532.279247,304.538843,-1.076003,9.13055,149.216,2
PC,10.5137924,2.275,1611.0,3.1867,627.0,25.6571,4942.0,0.77,4.58,2460528.435521,313.292091,-9.044055,8.863,47.6049,1
PC,3.7570477,1.938,340.0,1.41479,1045.0,197.985,5263.0,0.83,4.56,2460527.926189,313.726289,-2.334419,8.8868,58.9521,1
PC,61.5555962,6.996,182.0,2.1796,554.0,15.6504,6298.0,1.8,4.02,2460466.125236,276.104689,69.097768,8.47427,144.581,1
FP,2.6667526,2.594,190.0,3.01006,1630.0,1172.14,6173.0,2.18,3.83,2460530.686654,279.71524,43.093727,9.58671,280.342,0
KP,13.2341261,2.3705157,18389.5092472,7.3853255,510.9593066,16.1089138,5025.0,0.548929,4.88331,2460509.503679,291.063681,0.746014,13.8215,338.386,2
KP,15.3573522,3.5894467,21072.3970721,13.3280613,668.6491835,47.2404772,5462.0,0.915391,4.49258,2460509.909088,295.287232,41.222003,14.5293,872.343,2
KP,4.1164112500000005,20.5949466,4156.2818203,8.964682,915.0643564,165.7019266,6181.58,1.36797,4.23853,2460517.615013,292.627494,37.860165,11.4605,397.292,2
PC,8.7201675,3.11,957.0,2.35848,845.0,84.6734,5443.0,0.85,4.56,2460549.089507,322.648515,32.006189,10.4371,128.952,1
PC,52.7993058,6.11948,541.2696023,2.3982714,464.183367,10.9718358,5409.22,1.02101,4.46229,2458345.524261,98.729589,-67.537274,10.0906,130.959,1
PC,17.4757465,4.6911418,163.268484,1.4862817,671.0482261,47.9221101,5409.22,1.02101,4.46229,2458328.766769,98.729589,-67.537274,10.0906,130.959,1
PC,4.4563756,3.316,308.0,2.98505,1284.0,452.138,5658.0,1.8,3.93,2460555.634073,314.841608,18.071787,9.55763,195.391,1
PC,5.5334128,6.74,169.0,2.57273,3012.0,13680.1,10409.0,2.28,4.15,2460555.517038,305.946252,37.98274,8.58502,325.153,1
PC,0.8118915,0.909,1245.0,6.54453,2274.0,4440.4,6019.0,1.71,4.02,2460557.683136,324.361307,28.008443,10.032,235.22,1
PC,13.1689848,7.607,2592.0,11.4366,1298.0,472.115,6282.0,2.2,3.84,2460554.021047,306.238533,50.488593,12.3907,920.505,1
PC,4.6504794,5.051,6221.0,18.8371,1630.0,1172.26,6274.0,2.34,3.79,2460555.870633,319.908796,46.067271,13.4554,1055.99,1
PC,2.8120379,1.647,11880.0,9.95975,1141.0,282.122,6004.1,0.91,4.33418,2460557.746647,311.164232,41.139884,13.3337,512.025,1
PC,3.4747684,3.054,4548.0,16.2878,2222.0,4048.18,6572.0,1.65,4.14,2460553.136841,319.341171,44.560338,12.9805,807.901,1
PC,6.403011,5.82,3868.0,7.96127,1395.0,629.67,5713.3,1.53,4.33418,2460557.395627,308.980504,44.884869,11.86,370.553,1
PC,6.3962557,2.826,2257.0,5.10457,997.0,164.368,5847.0,1.13,4.36,2460553.361723,299.784248,54.971049,12.177,416.945,1
FP,1.996071,5.910879,352.76672,1.947951,1552.397488,1372.564389,6636.0,0.975121,4.60452,2458325.573663,82.764859,-70.357179,10.8623,214.756,0
PC,36.6892187,6.446,7413.0,9.1862,765.0,57.1087,6647.0,1.12,4.49,2460377.247914,311.763262,43.581973,12.3503,518.344,1
PC,12.7617794,4.223,26352.0,16.8306,875.0,97.3693,6305.0,1.06,4.48,2460394.126272,197.300194,65.3161,13.4426,837.097,1
PC,2.253174,1.118,81734.0,11.9013,585.0,19.5121,3340.0,0.33,4.9,2460393.685953,202.249317,40.195722,14.2582,101.892,1
PC,7.6253466,6.702,2810.0,9.43868,1320.0,504.852,5408.0,2.19,3.73,2460380.018139,203.629694,53.866931,12.8442,1003.73,1
PC,21.8153374,4.087,2502.0,3.96837,600.0,21.5566,5399.0,0.87,4.53,2460544.198459,316.498826,37.665263,11.5681,217.285,1
PC,1.0092447,1.472,7501.0,11.8411,1662.0,1267.16,5491.0,1.34,4.17,2460393.22877,334.215281,43.451939,13.3747,652.143,1
PC,7.9039906,3.996,3040.0,9.39901,1064.0,213.482,5797.0,1.79,3.95,2460555.516756,299.718457,54.840033,13.0721,965.596,1
PC,1.5852089,1.137,450.0,5.77903,1175.80398775,14006.0,11678.0,2.74,4.05,2460366.591502,310.766666,45.837007,9.3672,599.169,1
PC,777.0516742,4.3877266,7211.9264886,1.3396102,738.052393,70.1244992,50000.0,0.147,5.80276,2458399.221135,65.655386,-54.147179,13.987,1350.32,1
PC,60.6825768,3.983,8480.0,16.0883,496.0,10.102,5918.0,1.48,4.13,2460291.411091,217.336884,65.930097,11.4434,420.478,1
PC,4.8510805,3.132,9714.0,17.8341,1108.0,250.696,5578.5,1.9,4.33418,2460549.960401,306.609094,49.041249,13.1968,925.412,1
PC,1.102219,1.538,4361.0,16.2877,2280.0,4488.98,7469.0,2.51,3.87,2460558.163842,310.142452,47.299605,13.0673,1631.82,1
PC,2.1125062,1.228,5858.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460422.037504,338.635274,53.61087,12.527,792.54,1
PC,4.6745746,8.627,1731.0,13.7841,2179.0,3744.12,5759.0,3.8,3.29,2460416.357819,335.259662,57.081072,12.3311,1078.06,1
PC,3.3505745,4.633,3685.0,11.4859,2079.0,3106.23,6940.0,2.21,3.93,2460565.044613,334.884059,45.986468,12.0366,999.917,1
PC,4.1560086,2.954,2503.0,7.19145,1318.0,501.609,6056.0,1.55,4.11,2460554.558834,297.823447,56.568425,12.6142,768.4,1
PC,1.3821651,2.435,9250.0,17.6176,2576.0,7314.38,7662.0,1.94,4.12,2460420.866667,345.383265,53.968241,13.1922,1601.2,1
PC,4.4264918,6.059,3584.0,14.8697,1969.0,2497.57,6231.0,2.46,3.74,2460570.432916,332.624758,48.097061,12.9147,1365.41,1
FP,216.24584,1.0703729,5045.1950681,18.5681404,1072.2837713,312.4351835,7053.0,1.59688,4.22463,2458343.942146,124.748703,-65.278089,8.488401,157.721,0
PC,7.4156006,2.76,12272.0,16.1132,974.0,149.56,6446.0,1.5,4.21,2460418.422197,331.096689,53.465187,13.1187,849.58,1
PC,1.8471592,1.958,6589.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460422.426526,352.301058,54.971076,12.308,249.393,1
PC,1.1838059,1.307,4487.0,11.623,1996.0,2638.6,7433.0,1.68,4.22,2460422.721923,318.005196,59.03141,13.3122,1086.14,1
PC,5.3590843,2.477,3018.0,4.36817,885.0,101.96,4845.0,0.81,4.52,2460565.253325,336.730483,49.149727,11.0011,126.595,1
FP,2.2215349,2.869,3539.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460423.29306,343.176738,54.140988,12.0545,892.821,0
PC,17.0548288,4.555,5295.0,9.80945,758.0,55.0578,5769.0,1.38,4.17,2460421.980929,317.532978,61.039287,13.3592,587.476,1
PC,2.7945508,2.978,8242.0,13.7026,1669.0,1289.93,6345.0,1.56,4.15,2460568.642831,341.503021,52.134649,13.3622,1072.23,1
PC,8.6145655,4.84,6195.0,12.146,1365.0,577.62,6467.0,1.38,4.28,2460418.354009,306.570479,60.668422,12.1748,563.391,1
PC,2.4425105,2.964,5639.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460419.743954,332.570963,50.504251,13.0372,1119.54,1
PC,3.2396607,2.42,6158.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460419.556623,334.051035,50.390366,12.8137,565.628,1
PC,18.3841259,3.4924479,1010.0989222,2.1505216,458.1372754,10.4112654,4356.0,0.681407,4.60471,2458329.915053,62.516131,-61.942668,11.7481,118.28,1
PC,35.9432773,2.7244261,1178.967443,2.7375059,366.384759,4.2586368,4356.0,0.681407,4.60471,2458342.537652,62.516131,-61.942668,11.7481,118.28,1
PC,8.8182594,2.169,5493.0,13.1872,781.0,61.7662,6052.0,1.84,3.96,2460541.666163,296.584159,56.166677,13.2009,1165.55,1
PC,7.0634276,2.056,5286.0,11.2092,887.0,102.801,6354.0,1.34,4.28,2460422.363607,338.88337,45.834178,12.9436,741.716,1
PC,3.424993,2.134,6276.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460569.248825,341.011708,49.687459,13.3724,863.955,1
PC,4.6351977,3.856,11113.0,15.825,1282.0,449.395,5691.0,1.57,4.05,2460418.978111,332.920933,60.758124,12.6686,561.587,1
FP,3.0436916,2.414,8182.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460421.843189,324.145165,52.758742,13.0267,593.943,0
PC,18.9438583,4.108,12167.0,10.0797,641.0,28.1157,5583.0,0.95,4.47,2460547.31876,331.513815,48.341954,12.3657,346.75,1
PC,37.8016862,3.788,1734.0,6.55527,1175.80398775,18.7121,6783.0,1.61,4.33418,2460335.382473,318.346195,61.754571,10.8086,273.779,1
PC,2.5933417,3.253,9482.0,15.3451,1175.80398775,1492.39,6258.1,1.57,4.33418,2460422.161169,344.8819,54.888207,12.2118,563.413,1
CP,9.531366,1.673,916.0,2.24794,584.0,19.4095,4504.0,0.72,4.58833,2460139.317299,92.936106,-65.825839,9.9059,58.6212,2
CP,51.6991421,4.371,1339.0,2.45531,357.0,2.70562,4504.0,0.72,4.58833,2460083.780694,92.936106,-65.825839,9.9059,58.6212,2
CP,84.83869,5.194,1020.0,2.03857,292.0,1.21501,4504.0,0.72,4.58833,2460082.804195,92.936106,-65.825839,9.9059,58.6212,2
PC,3.1739167,3.65,2669.0,17.4128,2136.0,3458.24,7099.0,3.17,3.64,2460417.301478,321.742552,52.161352,12.8736,1353.61,1
FP,0.9739887,1.594,2904.0,21.8604,3504.0,25053.9,7357.0,1.95,4.08,2460558.272226,307.653516,57.822497,13.149,1387.55,0
PC,0.3075961,0.49,124509.0,17.2274,917.0,117.396,3257.0,0.37,4.86,2460422.955042,321.031993,53.753129,14.8916,151.776,1
PC,2.6414334,2.508,19204.0,13.6255,1367.0,580.045,5753.0,1.06,4.4,2460448.586834,356.180508,56.843339,13.3745,610.592,1
PC,21.7276636,2.924,43934.0,8.18265,298.0,1.32008,3437.0,0.4,4.83,2460435.644849,356.773197,60.249859,13.9933,115.061,1
PC,3.2966077,3.965,4963.0,14.8596,1722.0,1459.72,6259.0,2.12,3.87,2460443.355876,354.944277,58.00075,12.066,666.281,1
PC,3.3683989,4.63,3874.0,13.3562,2045.0,2907.88,6902.0,2.41,3.85,2460443.235696,15.554384,62.013217,12.3008,833.536,1
PC,2.9650741,2.412,6279.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460446.225112,350.057782,60.424042,12.8934,1048.98,1
PC,8.8204144,7.63,4100.0,11.5324,1351.0,553.234,5672.0,2.07,3.81,2460446.144686,342.317208,61.201293,13.2574,698.905,1
PC,35.9993588,4.1814011,1086.7362497,2.2253394,355.5983746,3.7788536,4316.7,0.651075,4.60858,2458346.710529,102.021376,-65.624257,10.6925,69.3653,1
PC,1.8715209,1.0213466,255.7891339,1.0618157,952.7810913,194.7571992,4316.7,0.651075,4.60858,2458325.894696,102.021376,-65.624257,10.6925,69.3653,1
PC,1.2433877,1.65,2757.0,8.07577,1923.0,2274.15,6488.0,1.47,4.22,2460448.282106,342.713199,64.970472,13.2252,697.962,1
PC,5.3295884,3.713,5530.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460442.171452,8.406336,63.267344,12.551,1147.25,1
PC,1.4716633,1.23,9168.0,21.4506,1565.0,997.016,5298.0,1.07,4.34,2460447.098472,323.783634,64.077414,13.1626,498.336,1
PC,3.8282053,3.891,4275.0,11.9804,1663.0,1269.85,6455.0,2.05,3.93,2460444.955587,10.787342,62.362882,12.7389,884.206,1
PC,3.5899561,3.434,3727.0,18.0461,1175.80398775,1033.33,6224.0,2.87,3.6,2460447.741586,349.385015,63.768479,12.4029,937.871,1
PC,10.6185545,1.537,10466.0,12.568,581.0,18.9483,5925.9,1.19,4.32,2460428.760564,237.222993,35.398017,12.6634,590.48,1
PC,5.6897753,4.153,6064.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2460439.074838,357.873254,60.933269,13.027,618.889,1
FP,1.2529962,1.083,14080.0,19.179,1232.0,382.546,4220.0,0.75,4.51,2460556.902324,236.054241,58.553688,12.8161,196.593,0
PC,5.4149624,1.24,4028.0,16.1825,983.0,155.146,7979.0,2.75,3.84,2460449.126023,350.58587,60.754699,12.081,1154.79,1
PC,3.8850223,1.209,6113.0,11.9861,1037.0,192.359,7162.0,1.48,4.3,2460446.086485,350.306271,65.257695,12.6728,699.662,1
PC,4.3239329,1.5783127,977.2224915,1.5008877,563.1748972,23.7735564,3782.0,0.473141,4.438,2458412.826255,92.392417,-53.822988,11.5436,53.8473,1
PC,10.1775475,2.0401655,943.2876093,1.5705443,423.3717664,7.5929156,3782.0,0.473141,4.438,2458419.10613,92.392417,-53.822988,11.5436,53.8473,1
PC,5.1879527,5.979,3524.0,14.8534,1847.0,1933.52,6617.0,2.9,3.66,2460444.617322,349.021766,59.019516,12.5317,1030.49,1
PC,2.4141149,1.329,10760.0,5.83132,649.0,29.5308,3438.0,0.61,4.64,2460478.279335,254.662151,83.271745,14.2442,229.246,1
