disposition,period,duration,depth,radius,equilibrium_t,insolation,stellar_temp,stellar_radius,stellar_logg,midpoint,ra,dec,magnitude,distance,label
PC,0.985586,1.5285482,1343.3387762,5.2012051,2118.8465446,4763.4215785,5799.4,1.38013,4.11,2459202.613025,93.038442,-30.787931,11.5606,386.525,1
PC,12.7187255,3.1582562,1144.1789073,2.5924633,477.2453303,12.2599233,4036.3,0.661076,4.65,2458480.943804,82.558548,-42.697946,8.2731,19.1419,1
PC,1.4118418,2.702,520.0,8.14924,2858.0,11077.2,7839.6,3.52,4.13,2459199.006353,80.508824,-25.722355,9.9048,737.809,1
PC,4.1133928,2.7670768,24315.2652878,10.504179950000001,1137.5627449,395.7513853,5780.0,1.23,4.438,2459963.882685,120.556913,-23.523374,14.9801,4625.12,1
CP,7.5427509,6.4481914,3098.3066655,10.8099759,1331.0393949,741.7962608,6349.8,1.86619,4.11,2459233.347042,136.596917,3.56767,10.8165,426.798,2
FP,21.0689935,3.7404027,3392.7700746,15.3646915,952.5129011,194.5380096,5441.0,1.98859,4.41,2459230.852582,120.153396,-54.509002,10.7607,377.872,0
CP,7.9940367,4.271047,404.6194381,2.5576021,1022.9865778,258.8217348,5846.29,1.25324,4.26525,2458522.513973,135.545803,-3.420819,8.90594,107.118,2
KP,2.3114203,2.7479753,14975.1986739,13.1879107,1418.5620601,957.0053443,5785.79,1.07008,4.39543,2459228.794258,133.324298,8.523017,11.302,273.703,2
KP,8.5234958,2.444,18942.0,12.0756,676.0,34.6952,5238.0,0.84,4.54438,2459985.304174,131.106996,1.859893,10.0471,100.588,2
CP,1.4468993,0.779,549.0,4.98711,1719.0,1452.18,5238.0,0.84,4.54438,2459985.331564,131.106996,1.859893,10.0471,100.588,2
PC,4.8580501,5.7405699,11067.0819039,10.504179950000001,1545.9494627,1349.9017874,8303.0,1.23,4.438,2459230.288533,121.98269,-44.666911,11.732,970.123,1
KP,2.8126485,2.8737522,13994.0625365,12.0658006,1269.8918153,614.5934084,5700.0,1.00957,4.39704,2459090.083321,346.075086,-21.272017,13.7426,745.116,2
FP,9.0702531,1.9063647,3806.1953378,5.7395383,827.1534677,110.6280815,5509.1,0.916742,4.52,2459966.572012,122.228117,12.207623,10.7757,182.937,0
PC,5.436841,2.335,2660.0,7.79881,1355.0,560.394,7980.0,1.49,4.37685,2459244.80572,112.515604,-11.79048,11.7664,730.421,1
PC,2.3701119,1.8215643,2049.0263458,3.0793796,847.8780456,122.1390568,4007.0,0.684741,4.56359,2459230.693395,115.918702,-10.257081,11.8762,102.256,1
PC,8.3848067,4.5181283,11925.6417552,11.5945537,936.3549718,181.6699451,5757.5,1.02264,4.29,2459232.131956,121.852319,-49.602939,11.8225,339.025,1
FP,6.2636501,5.3639991,7043.2784811,17.7665063,1574.6602021,1453.0093429,6969.2,2.04438,4.17,2459230.661673,126.755088,-20.680147,10.5484,483.922,0
FP,16.0475029,3.334,13630.0,19.3344,725.0,46.0707,6337.5,1.6,4.33418,2459233.496293,123.488475,-24.7173,11.1169,441.932,0
PC,9.8302309,4.0164674,5116.722044,27.5606205,1594.5662998,1527.8873209,6683.6,2.86532,4.33418,2459238.558507,119.245948,-49.473563,11.2047,797.474,1
PC,17.7859152,4.2520718,6535.8664276,12.0078948,805.3455558,99.4145767,5834.0,1.38395,4.25,2459233.127609,128.24579,-25.256245,11.6919,400.905,1
PC,4.2002507,2.627,25670.0,14.9915,1093.0,236.94,5709.9,0.91,4.53,2459060.081876,312.011689,-35.842605,13.1141,502.887,1
KP,24.7373412,2.069051,6560.492087,1.8439453,157.0898896,0.1439176,3131.0,0.215535,5.05701,2458399.928643,11.248632,-15.274109,11.2991,14.9861,2
KP,3.7779418,1.4759325,3469.450739,1.5659937,394.3844097,5.7174182,3131.0,0.215535,5.05701,2459141.100488,11.248632,-15.274109,11.2991,14.9861,2
PC,3.5511203,2.634,19660.0,13.8379,1117.0,258.816,5321.0,0.98,4.42,2458348.918997,332.759205,-27.295719,13.5328,594.274,1
PC,2.7754004,3.142,8510.0,15.2778,1553.0,966.571,5905.0,1.62,4.05,2459852.046181,318.600471,66.404803,12.1504,581.074,1
PC,4.0483695,2.896,12060.0,13.766,1256.0,413.846,6054.0,1.24,4.3,2459770.738717,292.018975,77.378608,12.5945,587.158,1
PC,5.0182311,2.301,16210.0,13.248,907.0,112.463,5487.0,1.02,4.41,2459828.802298,310.743276,70.275792,13.3848,501.58,1
PC,3.7257237,2.38162,8787.4795537,11.5792771,1237.0322556,553.4075728,5698.0,1.1429501,4.33,2459501.939674,123.272901,9.447684,12.4683,486.785,1
PC,3.9704457,3.7793044,3689.4781363,11.7222736,1588.9398662,1506.4365626,5840.0,1.89732,3.9,2459966.257472,117.047514,2.123685,12.3642,801.435,1
PC,4.2102425,2.9567547,9271.0628122,8.4263554,900.6689155,155.5183712,4927.6,0.816613,4.52,2459609.378383,195.312675,58.419067,13.0599,343.975,1
CP,5.9839451,5.3886513,3826.4375501,10.7016592,1278.9368045,632.2914999,5609.0,1.71761,3.96,2459390.75286,288.465668,66.347938,11.7489,504.775,2
PC,3.4843271,3.522,10320.0,15.9782,1799.0,1741.71,7250.0,1.57,4.26,2459251.583946,115.680423,1.361299,12.104,751.206,1
PC,13.1147744,4.318,3890.0,9.79059,871.0,95.9399,5496.1,1.54,4.04,2459174.659675,67.278845,-1.909532,11.1769,317.912,1
CP,18.3877081,6.405153,1191.0283192,6.3790962,972.3814218,211.2844875,6382.7,1.76557,4.05,2459121.270086,47.517261,-50.832263,7.0286,76.9028,2
CP,2.9887654,2.9847247,15493.9490407,14.0699828,1307.2435081,690.1555373,5639.0,1.12141,4.34,2459500.741002,87.18804,32.084043,11.9775,361.857,2
FP,6.0027375,4.164,6100.0,8.72806,1175.80398775,475.015,5633.0,1.08,4.33418,2458760.818232,333.592905,32.490119,10.5284,184.514,0
PC,3.5985851,4.015,6710.0,11.8109,1678.0,1318.02,6303.0,1.45,4.21,2459247.433122,114.263688,6.716773,13.258,1038.2,1
PC,4.5815438,3.367,19550.0,15.1889,1150.0,290.593,5525.0,1.07,4.37,2459080.877819,336.709476,-39.789358,13.1657,593.937,1
PC,4.4817684,2.186,21180.0,19.0204,1137.0,277.661,6734.0,1.25,4.41,2459760.398697,232.809527,79.267227,12.881,834.038,1
PC,3.1711207,3.6276575,8504.6805867,13.924729,1551.4315362,1369.1513607,6140.0,1.45618,4.18,2459603.650328,153.799642,72.010236,13.152,928.149,1
PC,3.8229149,3.171,11780.0,13.5313,1377.0,598.34,6166.4,1.21,4.34,2459544.238408,83.653961,30.406374,12.2323,430.46,1
PC,3.7494409,2.452,4860.0,13.2544,1635.0,1186.51,7899.0,1.89,4.16,2459252.521548,112.022979,-34.343112,11.5955,786.59,1
PC,3.4580018,2.6231719,10218.255838,14.7324849,1444.3395468,1028.4855924,6427.8,1.2663,4.35,2459911.4801,68.052102,52.252655,10.5863,285.53,1
KP,3.7146478,3.835,12620.0,15.2308,1432.0,698.148,5783.0,1.32,4.21,2459600.117319,157.412341,70.527083,10.9101,281.498,2
FP,3.1901569,1.8262867,3648.2442456,15.146461,1867.7902797,2876.2951268,6474.57,1.98958,4.26363,2458326.804271,85.467425,-56.740455,11.0932,530.555,0
CP,3.397862,4.502,9960.0,18.3834,1870.0,2031.47,6590.0,1.83,4.05,2458839.453257,62.199207,67.116526,10.8064,379.253,2
PC,3.5838508,3.085,12480.0,12.4141,1253.0,409.771,5450.0,1.08,4.35,2459192.543648,65.854872,-10.471779,12.9754,515.179,1
PC,3.0183134,2.78,8960.0,9.10865,1175.80398775,388.439,5238.0,0.93,4.33418,2459772.286216,277.291791,48.059938,12.4848,348.135,1
CP,4.52074,4.175,8520.0,13.7321,1440.0,713.859,6050.0,1.49,4.14,2459735.896093,272.267029,45.3369,12.0453,566.189,2
PC,4.6965638,3.056,12380.0,16.2589,1290.0,459.903,6502.7,1.43,4.25,2459245.2948,125.108796,7.588913,12.731,840.101,1
FP,4.0266483,2.312,754.0,1.90189,1065.0,213.735,5276.5,0.78,4.6,2459986.942214,132.541715,-2.979643,9.8961,89.409,0
PC,9.5835608,2.405,1150.0,12.6233,1223.0,372.192,5781.0,1.91,3.89,2459242.410211,125.421468,6.334945,10.505,336.733,1
CP,5.4566563,3.783,4160.0,10.9408,1230.0,381.078,5674.8,1.72,4.04,2459244.752232,115.93171,-1.073333,10.9657,373.675,2
PC,3.587158,1.23,3120.0,10.0104,1016.0,177.312,6495.7,1.75,4.26,2459962.850922,109.05005,-45.214851,10.6713,413.058,1
CP,61.6277,6.401,8878.0,11.7392,601.0,21.7464,5581.0,1.07,4.16,2459973.640012,107.48815,-37.230948,10.7211,200.273,2
KP,2.4238226,2.2484015,16167.1783697,12.2562719,1235.0753497,549.914052,5410.0,0.93,4.47919,2458386.578118,3.903273,-11.938264,12.3993,364.512,2
PC,0.7460577,1.754,240.0,1.77725,2547.0,6994.61,6162.0,1.13,4.4,2459226.458235,97.800408,3.470486,9.47351,139.151,1
FP,8.493027,3.733,20750.0,20.982,1104.0,246.718,6287.0,1.41,4.23,2459544.881796,98.024193,11.852283,10.7669,316.228,0
PC,3.4559382,4.21,2840.0,10.504179950000001,1449.0,733.721,9290.0,1.23,4.08,2459226.215173,108.494567,1.964281,10.871,592.714,1
PC,1.4711386,1.677,839.0,6.70217,1836.0,1889.26,6514.0,2.19,3.88,2459226.380017,105.223561,8.095671,10.3513,436.802,1
PC,2.682814,0.987,1080.0,23.5198,1505.0,852.855,8528.0,5.28,4.33418,2459227.018066,91.216391,8.365173,10.2626,1295.5,1
PC,3.6039259,3.737,940.0,9.20389,1846.0,1930.96,7080.0,3.05,3.67,2459221.281298,99.021022,8.430202,9.536,457.178,1
FP,5.73436,1.146,17740.0,21.0528,588.0,19.8561,4405.0,0.86,4.41,2459226.801169,91.233761,-1.134248,10.9766,107.256,0
PC,4.1554362,6.088,1020.0,11.1924,2009.0,2704.62,6352.0,3.53,3.44,2459219.625683,103.357151,7.266611,10.9402,836.394,1
CP,13.4758478,2.0643913,708.9461601,1.9840882,455.6136246,10.1837519,4111.0,0.618173,4.6461,2458392.294018,4.773018,-9.96615,8.4991,20.1852,2
PC,5.3376282,2.143,2060.0,16.1323,785.0,63.1216,4825.0,3.5,4.33418,2459216.749879,101.408331,0.668553,10.276,380.422,1
PC,6.0210332,2.211,7500.0,18.8835,1175.80398775,635.657,7668.0,1.93,4.33418,2459246.20878,113.407619,-21.468152,10.8943,641.596,1
PC,1.3326579,1.5960595,37285.6090775,11.5968325,953.9400228,195.7065144,3947.0,0.594491,4.65587,2459255.821724,142.566679,-18.843066,13.8995,370.553,1
KP,4.9088819,5.5607357,5548.8279627,15.9619759,1680.067326,1882.9021211,6606.0,2.09179,3.93691,2460720.074783,144.287609,-29.800444,12.487,1080.15,2
PC,1.4509175,1.123,7270.0,20.5418,1944.0,2374.67,6472.0,1.24,4.37386,2459330.683649,132.301391,-60.334982,11.7785,442.105,1
PC,4.724665,4.3082924,6163.2889314,12.5337443,1325.4998462,729.5242428,5385.7,1.5727,4.4,2459965.829329,69.427367,-80.507846,13.2247,884.523,1
CP,3.3639254,3.3430495,422.0610761,3.0449863,1387.0636575,874.7955667,5890.3,1.28018,3.92,2458383.915624,15.218141,-24.423993,9.03971,114.495,2
CP,13.0393586,4.9218325,625.5995687,3.3482223,1007.5256829,243.5260946,5890.3,1.31383,3.92,2458389.727185,15.218141,-24.423993,9.03971,114.495,2
FP,2.1538959,2.1776943,96363.0926604,16.0166732,603.8106997,31.4140709,3148.0,0.483749,4.75166,2459229.716478,118.049909,-48.498597,15.8953,296.761,0
PC,13.3572104,4.947,29950.0,19.2978,988.0,158.626,6636.1,1.12,4.33418,2459379.018087,86.441717,-61.660023,13.2303,636.656,1
PC,15.2010859,8.2467072,35221.1348039,21.1122163,780.2446961,87.587938,6042.0,1.0687701,4.43,2460155.218217,22.910564,-67.609909,13.1488,683.482,1
PC,4.8103214,3.1996589,16651.539925,10.504179950000001,1122.3271735,374.9720646,5860.3,1.23,4.3,2459037.589401,17.195291,-78.17312,11.457,315.469,1
PC,2.2687617,2.834542,13217.8124266,12.4983488,1415.6677914,949.2189656,5690.0,1.0785,4.38,2460156.176169,11.477733,-66.833497,13.2052,639.15,1
PC,1.8531628,2.019,34220.0,13.5946,1418.0,672.909,5355.0,0.68,4.46,2460154.915572,34.562228,-64.806837,13.426,401.511,1
PC,6.3187442,3.504,28370.0,16.8683,958.0,139.993,4961.0,0.98,4.43,2459387.59425,96.953582,-58.051575,13.1982,467.32,1
PC,8.2500143,3.317,2250.0,11.8684,1764.0,1610.36,7386.5,1.59,4.2,2459382.783301,67.774353,-68.033517,12.0635,766.74,1
PC,12.4724734,3.649,23020.0,12.11,652.0,30.1565,4966.0,0.79,4.33418,2459331.034865,54.408387,-70.330657,13.2834,377.66,1
CP,11.1452784,1.3947705,566.2736451,2.0671456,700.5241733,56.9132658,5302.58,0.848675,4.53515,2459136.576258,32.534687,-31.070627,8.1345,43.932,2
PC,10.3558635,3.548,18740.0,17.6401,887.0,102.964,5896.0,1.26,4.27,2459370.156605,42.919909,-80.675467,12.9873,662.246,1
PC,2.4125012,1.209,10860.0,13.7942,1221.0,369.1,6190.0,1.22,4.34,2459387.772477,62.222329,-83.951914,13.4394,867.586,1
PC,1.2207037,2.186,25580.0,17.4662,1915.0,2232.93,5991.0,1.06,4.43,2459199.804071,82.55168,-57.41168,13.5093,782.496,1
FP,0.5474737,1.789,1430.0,10.9219,2391.0,5430.93,5073.0,2.84,3.5,2459085.611785,332.926877,-63.167437,12.4978,995.741,0
PC,3.0235362,2.189,26980.0,13.178,1052.0,203.691,5141.0,0.78,4.6,2459384.356179,110.358754,-61.318059,13.4354,390.263,1
PC,2.1481182,3.9313069,22124.5443864,10.504179950000001,1412.6078063,941.0385382,5876.0,1.23,4.33418,2459963.148107,120.194098,-64.182197,13.2317,843.028,1
PC,3.4562767,2.3613816,20448.8800177,10.5605032,847.3409174,121.8298519,4404.0,0.752032,4.52,2459963.894598,113.559595,-67.748369,12.6082,192.435,1
PC,1.0649771,1.425,14670.0,12.4794,1773.0,1643.06,5427.0,0.97,4.45,2459086.276449,349.381113,-54.270063,13.4702,598.582,1
PC,0.8715953,1.271,6610.0,10.5535,2291.0,4579.31,5969.0,1.21,4.31,2459387.884973,97.08024,-56.965142,13.3024,765.238,1
PC,11.4856846,4.6321783,11370.1513147,16.3774861,971.1166682,210.1873793,5893.0,1.42198,4.16,2460134.412089,41.51867,-68.957624,13.1508,859.725,1
CP,0.5568095,0.9712066,45140.5350425,9.6870229,999.3239856,235.6927628,3116.0,0.439738,5.06043,2459116.147851,37.108277,-25.097329,15.6198,277.404,2
PC,9.7130596,1.661,3540.0,12.3196,1027.4530905,54.3894,6125.1,1.88,4.0,2460070.810197,115.68867,-68.864513,11.786,517.402,1
PC,6.6314357,2.5431694,10550.9077716,13.188691,996.3968565,232.9433928,5752.2,1.07899,4.4,2459065.405366,330.103141,-48.71064,12.4487,454.87,1
FP,0.907105,1.711,1430.0,7.82059,3617.0,28442.1,6164.0,1.13,4.4,2459085.547175,335.467524,-57.758448,12.4537,540.632,0
PC,18.1960491,4.8596477,2203.3245309,8.8304863,1575.3269703,1455.4719337,7811.0,1.67013,4.25974,2459229.361575,111.590401,-13.925637,11.6886,746.036,1
PC,4.1164112500000005,4.8897805,2801.2247588,5.8424203,682.459665,51.2659437,5349.16,0.95524,4.438,2459147.133574,41.036551,3.910232,10.9648,155.755,1
PC,7.4547813,7.1681685,2508.5862836,14.5247965,1684.4784991,1902.7550776,6502.0,2.8327301,3.65751,2459287.993926,151.148732,-42.905058,11.2581,792.01,1
PC,3.1054901,4.8079092,6155.7750978,15.7521647,1824.8927205,2621.0201325,7176.0,1.90224,4.13,2459280.998023,162.41273,-50.599282,10.9786,502.342,1
PC,3.9299344,1.2628875,2252.0354917,10.504179950000001,1154.9502001,420.5738761,5780.0,1.23,4.438,2459282.149063,159.842558,-55.491807,11.1671,647.694,1
PC,15.3281169,4.1138054,30096.5339932,16.4071897,674.851116,49.0176948,5417.0,0.943467,4.46174,2458584.385994,187.357691,-10.985068,14.3693,858.145,1
KP,2.21674,3.604,4580.0,18.2508,1864.0,2007.96,6250.0,2.66,3.98811,2459168.12645,41.040078,-30.169078,10.4614,434.754,2
PC,0.9112206,2.003082,71047.5639651,7.3931803,645.1250281,40.9351669,2999.0,0.274907,4.95462,2459307.40102,150.273202,-52.435796,15.709,131.444,1
CP,4.880964,1.6120362,3385.5526856,9.7354897,1275.8083387,626.1274546,6309.0,1.27132,4.32298,2459283.404103,171.130372,-42.732139,11.1897,344.045,2
KP,3.0652926,2.606,11240.0,13.3524,1406.0,649.429,6229.0,1.22,4.34122,2459304.823271,166.3188,-34.122745,12.3077,539.36,2
KP,9.1720535,7.169,580.0,9.02881,1152.0,293.374,4933.0,3.79,4.438,2459562.250418,182.166267,-8.747217,11.0295,609.818,2
PC,1.4436706,2.134,43370.0,20.6713,1552.0,964.415,5465.0,0.94,4.47,2460014.422616,67.136823,-56.515644,12.3956,360.674,1
PC,0.5136096,0.7873882,3098.8049112,7.4237633,2437.5293666,8342.9651284,5270.0,1.33222,4.14,2460155.040725,16.317956,-65.048931,13.5231,792.816,1
PC,4.773751,1.7107074,11156.3496198,14.861327,758.0,520.1148845,5904.3,1.2413,4.28,2460157.433427,24.174488,-64.876085,13.3316,815.182,1
PC,3.375591,3.489,11630.0,13.2361,1609.0,1112.75,6408.0,1.22,4.38,2458377.753706,24.009341,-55.793785,12.4752,626.504,1
KP,5.9242661,2.8894449,11796.3303624,9.3440442,845.3828218,120.7076171,5310.0,0.846671,4.59604,2459169.574874,49.562173,-41.302023,11.7276,212.472,2
PC,2.229735,2.044445,6708.4441146,12.7809294,1652.1171129,1760.6957688,5913.0,1.37479,4.2,2459964.818691,115.95416,-68.582565,13.4404,870.557,1
FP,7.3164282,2.235,37130.0,17.3698,738.0,49.3074,4884.0,0.83,4.5,2459349.974976,66.302329,-66.717121,13.3994,396.637,0
PC,2.484912,1.686,7950.0,10.504179950000001,1583.0,1044.33,6240.8,1.23,4.33418,2459963.693795,98.03586,-64.395761,13.3074,860.552,1
PC,2.967599,1.688,10410.0,8.00413,819.0,75.0167,4396.0,0.76,4.52,2459168.071986,52.981538,-47.994691,13.0725,248.964,1
PC,4.7277153,2.5,4000.0,6.45464,1039.0,193.697,5601.0,1.05,4.39,2459132.354491,40.357932,-52.362841,13.2854,617.763,1
PC,7.7898378,3.095,11390.0,9.36784,826.0,77.3001,5091.5,0.85,4.48,2458392.685508,31.900021,-56.14061,13.5011,488.29,1
PC,2.7985528,2.459,12220.0,12.3741,1250.0,406.289,5416.0,1.09,4.33,2459164.312459,50.902882,-40.211208,13.4765,674.476,1
PC,8.8759249,3.8366417,25757.0688203,16.5775949,879.8492444,141.6296114,5528.3,1.02337,4.38,2460135.330861,45.374736,-68.945247,13.4228,666.807,1
PC,1.2558789,1.795,22260.0,14.1053,1423.0,681.251,4926.0,0.91,4.43,2459140.202044,41.060793,-40.196949,12.7331,328.18,1
CP,10.7510107,2.943424,638.0928566,2.3581827,787.3911722,90.8412638,5784.0,0.918917,4.438,2458382.33384,26.209253,-18.401384,9.45661,101.694,2
CP,6.19132,3.4164,345.240264,1.759371,981.282679,219.1278279,5784.0,0.929557,4.438,2458392.104974,26.209253,-18.401384,9.45661,101.694,2
PC,5.0183771,3.218,2500.0,10.7644,1030.0,187.484,5011.2,2.15,4.49,2459190.295578,66.885596,-54.184998,12.1651,630.124,1
PC,3.6257584,2.814,10450.0,12.2058,1228.0,377.929,5606.0,1.17,4.3,2459168.639577,59.909995,-46.988413,13.0533,635.045,1
PC,3.790687,2.958,15240.0,12.9604,1259.0,417.971,5542.0,1.02,4.41,2458401.914156,21.498236,-14.818658,13.4675,640.511,1
FP,3.9602774,0.884,6193.0,24.4489,974.0,149.866,5863.0,1.04,4.43,2460277.924101,156.922386,0.501027,10.1483,156.291,0
PC,2.8456505,2.556,2681.0,6.4972,1462.0,758.965,6112.0,1.3,4.27,2460009.765012,134.15896,-34.628475,10.3716,222.0,1
FP,7.7517472,3.761,861.0,11.6856,929.0,123.828,5133.0,4.75,4.33418,2459976.896634,133.993484,-14.35529,9.6732,454.873,0
PC,1.1159326,1.013,840.0,6.17322,1780.0,1667.72,6859.0,1.68,4.16,2459279.678391,137.028642,-39.350904,10.1782,314.451,1
CP,6.203496,5.715,810.0,9.93735,1226.0,375.554,4859.0,3.98,4.33418,2459985.604157,134.722645,-13.312579,9.9917,393.443,2
KP,5.7525797,5.4071598,5284.9525713,12.7442838,1368.4712903,828.8267593,6180.0,1.70927,4.11766,2458382.20793,39.897669,-50.008193,8.93,158.66,2
PC,12.9281223,3.9850989,4105.1705253,9.974436,899.0560909,154.407415,6332.0,1.39271,4.33418,2459994.198115,133.755005,-37.341245,9.5986,171.703,1
FP,3.1630387,4.661,1130.0,6.82612,3197.0,17348.8,6187.0,1.34,4.26,2459991.730295,132.269994,-36.578257,10.3364,233.793,0
PC,1.9126596,2.178,372.0,2.2474,1543.0,943.042,5601.4,1.24,4.24,2460011.626285,130.932185,-26.980824,8.8448,98.3018,1
FP,1.476869,1.451,2670.0,13.2219,2608.0,7685.32,6712.0,1.37,4.28,2459197.208589,64.262587,-29.524909,11.7919,523.999,0
PC,3.4082154,3.901,10060.0,16.7879,1637.0,1192.31,6231.4,1.59,4.11,2459168.078836,35.419766,0.513621,12.7082,840.941,1
PC,6.4967452,1.8,4930.0,19.5904,991.0,160.453,5186.9,1.53,4.33418,2458429.573362,35.242357,-10.385468,10.8489,230.6234,1
PC,3.4523955,1.624,13260.0,10.2673,957.0,139.443,5614.0,0.94,4.49,2459221.389847,79.671516,-44.466494,13.4391,602.385,1
PC,3.8539027,2.906,14520.0,11.8808,1225.0,374.407,5805.0,0.93,4.52,2459169.162947,52.733981,-39.613572,12.4453,403.17,1
PC,5.066175,6.2992409,1350.0,7.69012,1071.3426196,311.3397198,5868.0,2.17,3.57327,2458385.127279,65.915528,-53.851102,10.0733,320.497,1
FP,0.6293198,1.129,3730.0,4.46635,1973.0,2516.29,5508.0,0.79,4.63,2459199.016708,75.439417,-49.284463,12.653,344.16,0
PC,3.1292868,1.545,7430.0,12.0419,1246.0,400.405,6078.0,1.32,4.25,2459164.002226,45.019629,-32.74462,12.1692,547.103,1
PC,2.5981987,1.412,14260.0,11.5397,1088.0,233.319,5516.0,0.93,4.49,2459139.377363,52.705622,-49.715496,12.6795,414.029,1
PC,1.5292851,1.167,2800.0,12.6875,1392.0,623.678,6295.5,2.21,4.33418,2459197.662315,76.314156,-42.128668,12.4435,573.731,1
PC,2.4756487,2.461,4370.0,5.25914,1179.0,321.692,4633.0,0.8,4.5,2459195.18388,74.431769,-47.021434,13.2964,330.145,1
PC,3.4711465,1.606,10070.0,11.1759,972.0,148.699,5593.0,1.05,4.39,2459197.748783,73.369061,-45.034739,13.322,645.065,1
PC,3.5746058,1.153,6040.0,11.6965,936.0,127.934,6257.0,1.37,4.25,2459169.865852,50.654419,-36.751886,12.9852,861.62,1
PC,4.0944492,4.233,5890.0,12.8011,1438.0,711.268,5650.0,1.6,4.03,2459164.974049,56.110097,-13.108709,12.4052,634.2,1
PC,2.1415519,2.989,1060.0,4.72287,1693.0,1363.83,5530.0,1.48,4.08,2459165.769957,44.173861,-15.055586,11.3437,350.687,1
PC,3.4180406,2.242,5200.0,6.58171,1049.0,201.62,5001.0,0.89,4.46,2459164.871015,52.68049,-22.003846,12.6443,315.805,1
CP,3.6977167,0.9308263,4755.6707294,2.942044,533.8429511,19.1944226,3607.0,0.397924,4.438,2458381.845549,75.846283,-54.177721,12.2958,57.0225,2
PC,4.1549988,2.873,13830.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2459167.712302,52.231039,-19.974666,10.732,370.553,1
PC,3.8821916,3.126,2670.0,5.57096,1175.80398775,1093.46,5283.0,0.95,4.33418,2459167.794838,45.115585,-21.26916,12.5728,374.763,1
PC,3.6506781,2.79,20370.0,12.1655,1133.0,273.621,5343.0,0.84,4.55,2459163.769215,54.095284,-9.374473,13.3717,472.632,1
PC,1.3225635,1.683,13750.0,11.5804,1493.0,825.226,5388.0,0.97,4.44,2459167.861473,42.96122,-15.632723,13.3201,537.182,1
PC,6.409365,1.707,11300.0,12.1252,788.0,64.1809,6191.0,1.12,4.41,2459199.897242,80.674425,-20.42779,12.4762,537.943,1
PC,4.3169755,4.523,4670.0,10.9284,1483.0,803.246,5683.0,1.61,4.03,2459199.867115,80.658108,-20.654114,13.1506,911.81,1
PC,3.270563,1.682,9670.0,10.504179950000001,929.0,123.655,5219.5,1.23,4.33418,2459223.847344,87.624787,-32.777806,13.3713,440.358,1
PC,5.8259928,2.442,12800.0,14.0157,809.0,71.3806,4964.0,1.2,4.19,2459198.336939,79.489758,-33.399418,13.0583,511.659,1
CP,5.6605693,1.6631704,3856.1060852,2.4070872,452.8709226,9.9407408,3551.0,0.374358,4.83982,2459198.961454,68.41608,-51.957394,10.4981,22.4793,2
CP,11.3795653,2.2350305,3147.0461739,2.2539464,358.827663,3.9180021,3551.0,0.374358,4.83982,2458389.679336,68.41608,-51.957394,10.4981,22.4793,2
CP,3.3601377,1.413245,972.9589363,1.1843718,538.8593825,19.9261226,3551.0,0.374358,4.83982,2458383.733214,68.41608,-51.957394,10.4981,22.4793,2
PC,4.6636858,2.604,11110.0,12.5117,1080.0,226.009,5720.0,1.16,4.32,2459196.570296,70.127698,-9.890482,12.0698,404.662,1
PC,2.169466,1.653,1780.0,5.81205,1402.0,643.066,5823.0,1.35,4.2,2459166.358806,61.836947,-27.26974,12.5257,600.01,1
PC,1.9422802,2.768,8140.0,15.1178,2056.0,2966.77,6950.0,1.6,4.21,2459196.429516,75.475796,-7.660236,13.0115,1115.16,1
PC,6.1735306,3.163,12950.0,11.2676,967.0,145.598,5435.0,0.96,4.45,2459193.235438,74.825739,-7.383684,13.3652,558.907,1
PC,3.6364993,3.509,16700.0,16.4306,1557.0,977.668,6552.0,1.23,4.39,2459225.757456,85.704592,-25.996545,12.7063,718.493,1
PC,18.010652,4.952,4580.0,12.5654,779.0,61.2858,5740.0,1.85,3.91,2459165.598824,77.481063,-12.629684,12.6139,759.341,1
PC,1.8851834,1.428,5450.0,17.0369,1757.0,1582.72,5807.0,1.25,4.26,2458461.885377,72.210785,2.475949,13.4046,780.028,1
KP,4.007232,4.78,10360.0,18.1614,1664.0,1275.2,6202.0,1.75,4.03,2459194.067914,68.974396,2.431273,12.1569,651.897,2
FP,2.3540172,2.36,6660.0,14.4919,1548.0,954.677,6114.0,1.74,4.02,2459197.357111,72.669098,5.387256,12.5398,825.004,0
PC,2.3540163,2.416,10020.0,15.1575,1551.0,960.683,6124.0,1.48,4.16,2459197.356321,72.668157,5.386163,13.0639,892.418,1
PC,10.7448417,3.298,38070.0,11.9772,619.0,24.4016,4701.0,0.63,4.72,2459196.318036,82.349235,-23.761849,13.3942,278.402,1
PC,5.7604868,3.08,14580.0,14.0917,988.0,158.265,5530.3,1.12,4.33,2459190.700563,62.594692,3.762823,13.0719,470.297,1
PC,3.078479,2.424,5780.0,10.504179950000001,1155.0,295.7,5140.1,1.23,4.33418,2459195.831917,66.147282,2.575275,13.0933,598.388,1
FP,1.2434016,0.939,4070.0,5.66309,1255.0,412.506,4967.0,0.75,4.6,2459197.326471,63.150132,-12.317659,12.483,246.568,0
CP,2.4993895,2.99,10610.0,12.9239,1544.0,945.55,5737.0,1.21,4.28,2459168.948798,61.401248,-14.926746,12.7979,597.873,2
PC,4.9640641,4.908,4910.0,13.6926,1585.0,1050.08,6323.0,1.95,3.95,2459515.126171,75.945973,14.305611,13.0115,981.407,1
